gene,entrez_id,chromosome,
CCDC107,203260,9,
SREBF2,6721,22,
PDE6C,5146,10,
EHD3,30845,2,
NEURL3,93082,2,
FTCD,10841,21,
TMEM38A,79041,19,
PRSS3,5646,9,
IDUA,3425,4,
TRAPPC5,126003,19,
FAM117B,150864,2,
NME5,8382,5,
NSMCE1,197370,16,
SLC39A4,55630,8,
C11orf58,10944,11,
CACNA1I,8911,22,
SNX12,29934,X,
ETS1,2113,11,
CD300LG,146894,17,
SV2B,9899,15,
GNPTAB,79158,12,
TBX4,9496,17,
ZNF771,51333,16,
ATG16L1,55054,2,
EIF4E1B,253314,5,
PLK2,10769,5,
RAB11FIP4,84440,17,
PRRT3,285368,3,
CEP57L1,285753,6,
LMOD3,56203,3,
GPR157,80045,1,
OR2F2,135948,7,
FER1L6-AS1,439941,8,
RFPL1,5988,22,
CALB2,794,16,
SLFN11,91607,17,
ZNF879,345462,5,
PSORS1C1,170679,6,
ITFG2,55846,12,
IL20,50604,1,
CYP11A1,1583,15,
TBC1D32,221322,6,
RNF133,168433,7,
F12,2161,5,
PRSS16,10279,6,
RUNDC3B,154661,7,
KLHL29,114818,2,
CRTC2,200186,1,
EEPD1,80820,7,
MSMP,692094,9,
ZNF416,55659,19,
MIR548AC,100616384,1,
MRPL34,64981,19,
ZNF57,126295,19,
SH3BP5L,80851,1,
HEATR1,55127,1,
PRMT6,55170,1,
GGT7,2686,20,
PPIF,10105,10,
FERD3L,222894,7,
THSD1,55901,13,
GH1,2688,17,
ZNF71,58491,19,
KIF4A,24137,X,
ECD,11319,10,
SHROOM2,357,X,
IRX5,10265,16,
ZNF511,118472,10,
WNT3A,89780,1,
CCSAP,126731,1,
NXF2B,728343,X,
LYRM5,144363,12,
RSPO3,84870,6,
HTR1F,3355,3,
RIMBP2,23504,12,
MOB1B,92597,4,
IGFL2,147920,19,
NOVA2,4858,19,
PNMA5,114824,X,
MAGI2,9863,7,
XAB2,56949,19,
LINC00841,283033,,
FAM71B,153745,5,
C1orf226,400793,1,
ILDR2,387597,1,
MAT1A,4143,10,
LONRF2,164832,2,
ABCD1,215,X,
GSG1,83445,12,
DAGLB,221955,7,
RASD1,51655,17,
CCNJ,54619,10,
GRB7,2886,17,
ROCK2,9475,2,
SPATA31E1,286234,9,
ESAM,90952,11,
C21orf128,150147,21,
CACNA2D1,781,7,
HIST1H2BK,85236,6,
RBM3,5935,X,
SUSD1,64420,9,
SHANK2,22941,11,
KAZALD1,81621,10,
MAGEA4,4103,X,
OR4N3P,390539,15,
USP9Y,8287,Y,
CAMSAP1,157922,9,
PRPH2,5961,6,
ADAM11,4185,17,
C14orf183,196913,,
HN1,51155,17,
PPP3CC,5533,8,
LYRM9,201229,17,
LRFN1,57622,19,
TRIM55,84675,8,
THNSL1,79896,10,
POU5F2,134187,5,
KLHL42,57542,12,
SGIP1,84251,1,
MATN2,4147,8,
RAB3GAP1,22930,2,
IKZF3,22806,17,
MC5R,4161,18,
WNT1,7471,12,
FAM71A,149647,1,
SRRM4,84530,12,
ADAMTS8,11095,11,
ZNF500,26048,16,
SACS,26278,13,
SLC6A4,6532,17,
RHOH,399,4,
EGR2,1959,10,
DNAH1,25981,3,
CELF2,10659,10,
TAL1,6886,1,
DCTN1,1639,2,
EVI5L,115704,19,
MYB,4602,6,
ITGA2B,3674,17,
SNCB,6620,5,
NPY2R,4887,4,
GCSAML,148823,1,
OR2L8,391190,1,
CENPVP2,441495,X,
SEC16A,9919,9,
DRAXIN,374946,1,
KHSRP,8570,19,
FOXD3,27022,1,
MDH1B,130752,2,
BCL7A,605,12,
PM20D2,135293,6,
FPR2,2358,19,
TMEM170B,100113407,6,
NPW,283869,16,
EIF2A,83939,3,
R3HDML,140902,20,
TJP3,27134,19,
SLC22A8,9376,11,
CEP250,11190,20,
TXNRD2,10587,22,
AMD1,262,6,
SAMD3,154075,6,
LGALS12,85329,11,
WNT9A,7483,1,
ZBED5-AS1,729013,11,
C3,718,19,
ARMC9,80210,2,
ANKRD36B,57730,2,
ZFP3,124961,17,
ZNF682,91120,19,
ATP9A,10079,20,
TUBGCP4,27229,15,
TBC1D13,54662,9,
IGFBP7,3490,4,
IL4,3565,5,
SCYL2,55681,12,
PATL1,219988,11,
CYP3A43,64816,7,
ADAM22,53616,7,
LCE3D,84648,1,
TNFAIP8,25816,5,
FCRL2,79368,1,
SYT6,148281,1,
TINAG,27283,6,
SPIN3,169981,X,
UNCX,340260,7,
GCNT7,140687,20,
FIGN,55137,2,
LHX3,8022,9,
DBIL5P2,100169989,2,
CSNK1A1P1,161635,,
LDOC1L,84247,22,
SCFD2,152579,4,
ELF4,2000,X,
HIC2,23119,22,
C20orf173,140873,20,
SUV39H1,6839,X,
FLT4,2324,5,
GALR3,8484,22,
NBL1,4681,1,
CHST10,9486,2,
PI15,51050,8,
SPANXN2,494119,X,
XK,7504,X,
ITPK1-AS1,319085,14,
OSTF1,26578,9,
BMP10,27302,2,
C14orf79,122616,14,
ZNF512,84450,2,
KIAA1731,85459,11,
GCM2,9247,6,
MED18,54797,1,
ARHGAP10,79658,4,
MUC22,100507679,6,
CACNA1D,776,3,
RBBP8NL,140893,20,
GRIN2B,2904,12,
CMBL,134147,5,
IPMK,253430,10,
PPIL2,23759,22,
MIR497HG,100506755,17,
MMP23A,8511,,
SPTSSB,165679,3,
PPP3CB,5532,10,
UBAP1L,390595,15,
C10orf95,79946,10,
RASA2,5922,3,
SEMA6D,80031,15,
SMC6,79677,2,
RPIA,22934,2,
KLF10,7071,8,
TBC1D31,93594,8,
YIPF4,84272,2,
CPNE5,57699,6,
TMEM25,84866,11,
OR4A16,81327,11,
CCDC41,51134,12,
OPA1,4976,3,
LCE3A,353142,1,
MAGEE2,139599,X,
NYAP2,57624,2,
HTRA4,203100,8,
LINC00528,200298,22,
OR3A2,4995,17,
C12orf4,57102,12,
BARHL2,343472,1,
ACTL7A,10881,9,
SIPA1L1,26037,14,
PPP3R1,5534,2,
LINC00470,56651,,
ZNF441,126068,19,
PYGM,5837,11,
MINK1,50488,17,
OR10P1,121130,12,
ORAI3,93129,16,
BTBD3,22903,20,
BHMT,635,5,
PLEKHN1,84069,1,
KCNA7,3743,19,
PCDHGA6,56109,5,
RBM14,10432,11,
IL1RAPL2,26280,X,
FAM25A,643161,10,
NUDT9P1,119369,,
C2orf43,60526,2,
PALM2,114299,9,
ACSM2B,348158,16,
FANCF,2188,11,
NRXN3,9369,14,
NRDE2,55051,14,
C2CD2L,9854,11,
LRR1,122769,14,
TBC1D10B,26000,16,
ME3,10873,11,
IL1RL2,8808,2,
GINS1,9837,20,
PCDHA1,56147,5,
HSPA12A,259217,10,
ASCC3,10973,6,
CCR2,729230,3,
ST8SIA3,51046,18,
CHIT1,1118,1,
ZFYVE27,118813,10,
KSR1,8844,17,
HOXD13,3239,2,
TRIP10,9322,19,
MFN2,9927,1,
TEKT4,150483,2,
ARHGAP6,395,X,
CSH1,1442,17,
INPP4B,8821,4,
MTOR,2475,1,
SEMA4F,10505,2,
IQCF3,401067,3,
PIP5KL1,138429,9,
KIAA1430,57587,4,
ABHD14A,25864,3,
RASEF,158158,9,
YPEL4,219539,11,
LSMEM1,286006,7,
AGR2,10551,7,
COX7A1,1346,19,
KIAA1683,80726,19,
RAP1GDS1,5910,4,
HSD11B2,3291,16,
RFX8,731220,2,
GPR39,2863,2,
MAFA,389692,8,
ARSB,411,5,
ZFP57,346171,6,
KLF2,10365,19,
GREB1,9687,2,
SPANXN1,494118,X,
TMC3,342125,15,
PARD6B,84612,20,
ITPKC,80271,19,
C10orf25,220979,,
BIN3,55909,8,
AGBL1,123624,15,
NPR2,4882,9,
SIX2,10736,2,
TRIQK,286144,8,
UHRF1BP1,54887,6,
OR6M1,390261,11,
SLC23A3,151295,2,
FAM106A,80039,17,
APTX,54840,9,
FAM161B,145483,14,
PSTK,118672,10,
SLC5A6,8884,2,
SPA17,53340,11,
UGT2A1,10941,4,
C1QTNF9B,387911,13,
AUTS2,26053,7,
MAP1LC3C,440738,1,
ACTR3B,57180,7,
TMEM18,129787,2,
DNAL4,10126,22,
PPP1R9B,84687,17,
PRSS55,203074,8,
C6orf118,168090,6,
KIF22,3835,16,
RIPK1,8737,6,
ZSCAN9,7746,6,
JAKMIP2,9832,5,
AASDHPPT,60496,11,
C16orf58,64755,16,
PGBD4,161779,15,
ASAH2B,653308,10,
FHAD1,114827,,
EPX,8288,17,
FGG,2266,4,
C3orf49,132200,3,
TMEM92,162461,17,
LRRIQ1,84125,12,
PTGER4,5734,5,
C16orf82,162083,16,
LGALS16,148003,19,
CORO6,84940,17,
TMEM132B,114795,12,
DPM3,54344,1,
ZBTB6,10773,9,
SF3B3,23450,16,
CDK14,5218,7,
IL10RA,3587,11,
ARMCX4,100131755,X,
FKBP1B,2281,2,
LYZL2,119180,10,
XYLB,9942,3,
OR2B6,26212,6,
SDR9C7,121214,12,
GPD1L,23171,3,
CYP26C1,340665,10,
FAM175A,84142,4,
KRTAP9-4,85280,17,
ARSG,22901,17,
PPP1R8,5511,1,
C1orf35,79169,1,
AP5S1,55317,20,
TEX19,400629,17,
PCDHGB3,56102,5,
STAT6,6778,12,
C5orf22,55322,5,
MORN1,79906,1,
ABCA12,26154,2,
ZNF331,55422,19,
CLDN2,9075,X,
TASP1,55617,20,
MAS1,4142,6,
LONRF3,79836,X,
UBA6,55236,4,
MSH4,4438,1,
ATP13A3,79572,3,
CREB1,1385,2,
TNFRSF1A,7132,12,
BLM,641,15,
GLE1,2733,9,
ERICH1-AS1,619343,,
SETMAR,6419,3,
C5orf34,375444,5,
C19orf54,284325,19,
C5orf60,285679,5,
ZNF789,285989,7,
EXTL3,2137,8,
ZNF521,25925,18,
MYBPC3,4607,11,
ENTPD4,9583,8,
RHBG,57127,1,
RNF19B,127544,1,
VPS29,51699,12,
37135,1731,16,
SLC12A8,84561,3,
OR2AG2,338755,11,
LINC00707,100507127,10,
HS2ST1,9653,1,
RSBN1,54665,1,
MUC12,10071,7,
B9D1,27077,17,
FUT4,2526,11,
CELA3B,23436,1,
GLYATL3,389396,6,
SORCS2,57537,4,
GPI,2821,19,
LRCH2,57631,X,
ZBTB3,79842,11,
AFP,174,4,
AP4S1,11154,14,
STRN4,29888,19,
KRT78,196374,12,
BRPF3,27154,6,
WEE2,494551,7,
DEGS2,123099,14,
KIF3B,9371,20,
SIT1,27240,9,
WARS2,10352,1,
ALPK1,80216,4,
SLX1B-SULT1A4,100526831,16,
SOX13,9580,1,
RPL32P3,132241,,
C1GALT1C1,29071,X,
POU6F2,11281,7,
TTC25,83538,17,
C20orf203,284805,,
PTBP3,9991,9,
CNTFR,1271,9,
CCDC155,147872,19,
ICA1L,130026,2,
MLLT3,4300,9,
ACTR5,79913,20,
ART5,116969,11,
OR4F4,26682,15,
RAB12,201475,18,
ZNF710,374655,15,
GPR173,54328,X,
DZIP1L,199221,3,
RNF149,284996,2,
STMN3,50861,20,
RNF150,57484,4,
PTGFR,5737,1,
LAG3,3902,12,
GLRA2,2742,X,
PLSCR1,5359,3,
CPLX2,10814,5,
HIVEP3,59269,1,
ZNF583,147949,19,
ARID1B,57492,6,
SLC13A1,6561,7,
MLPH,79083,2,
WDR47,22911,1,
NEURL1,9148,10,
TNFSF13B,10673,13,
FBXO17,115290,19,
LIN28B,389421,6,
ACOT4,122970,14,
SLC38A9,153129,5,
LRRC43,254050,12,
KPRP,448834,1,
PARP2,10038,14,
GAS7,8522,17,
KIF5A,3798,12,
C12orf79,256021,12,
NCOA3,8202,20,
STK31,56164,7,
ZNF878,729747,19,
AMBRA1,55626,11,
PRSS30P,124221,16,
NR2E3,10002,15,
SCAP,22937,3,
MEP1A,4224,6,
CRYGA,1418,2,
ENO1-AS1,100505975,1,
CCZ1,51622,7,
LEMD3,23592,12,
OR13G1,441933,1,
KLHL2,11275,4,
ALDOA,226,16,
DSCR4,10281,,
MASP1,5648,3,
ATP6AP1L,92270,5,
CSRNP3,80034,2,
PCDHB14,56122,5,
RFWD2,64326,1,
ZNF781,163115,19,
INCENP,3619,11,
SLC22A5,6584,5,
KCNJ1,3758,11,
RBL1,5933,20,
ACKR2,1238,3,
CAMK1D,57118,10,
LTBP3,4054,11,
TAS2R16,50833,7,
TFF2,7032,21,
EOMES,8320,3,
SLCO5A1,81796,8,
POP1,10940,8,
BTBD9,114781,6,
FAM71E1,112703,19,
EXOSC2,23404,9,
SLC9A6,10479,X,
DEFB121,245934,20,
EFHC1,114327,6,
AOC1,26,7,
RIF1,55183,2,
MAST3,23031,19,
AEBP2,121536,12,
OSBPL6,114880,2,
RAB8A,4218,19,
DLGAP2,9228,8,
XPNPEP3,63929,22,
EPSTI1,94240,13,
PITPNA,5306,17,
SH3RF3,344558,2,
ANXA2P3,305,,
NAT16,375607,7,
OPTN,10133,10,
LEP,3952,7,
PRSS38,339501,1,
SNAI2,6591,8,
ANKRD7,56311,7,
YIPF1,54432,1,
HMGXB3,22993,5,
KLRAP1,10748,,
NDUFV3,4731,21,
SAE1,10055,19,
AGAP11,119385,,
DNAJB7,150353,22,
ALDH8A1,64577,6,
ASS1,445,9,
FAM174B,400451,15,
MRPL45,84311,17,
KCNIP3,30818,2,
ZNF687,57592,1,
IFT43,112752,14,
MLN,4295,6,
HOXA5,3202,7,
SORCS1,114815,10,
MYO9A,4649,15,
LEO1,123169,15,
XKR7,343702,20,
PRICKLE3,4007,X,
ACPT,93650,19,
DCBLD2,131566,3,
ANGEL2,90806,1,
MED15,51586,22,
TMIE,259236,3,
BATF3,55509,1,
DNAH9,1770,17,
C3P1,388503,19,
RXFP3,51289,5,
SLFNL1,200172,1,
ZNF101,94039,19,
OR52I1,390037,11,
MAPKBP1,23005,15,
CCDC69,26112,5,
AP2S1,1175,19,
ZMIZ1,57178,10,
KLHDC7B,113730,22,
L1CAM,3897,X,
TTC14,151613,3,
SMC3,9126,10,
HOXB9,3219,17,
ARHGEF15,22899,17,
HCAR2,338442,12,
ZNF483,158399,9,
KCNC4,3749,1,
OR5B17,219965,11,
ATF6B,1388,6,
PLA2G15,23659,16,
DDX19B,11269,16,
ZIM2,23619,19,
SLC2A7,155184,1,
TNFRSF25,8718,1,
NPM3,10360,10,
C19orf60,55049,19,
VPS36,51028,13,
RSPH9,221421,6,
ZC3H3,23144,8,
DMKN,93099,19,
OR11L1,391189,1,
C1orf53,388722,1,
ZNF835,90485,19,
LIN37,55957,19,
RCE1,9986,11,
TRMT10B,158234,9,
SPINK4,27290,9,
PNLDC1,154197,6,
LRRIQ3,127255,1,
GTF2IRD2,84163,7,
IL9R,3581,X|Y,
FRRS1L,23732,9,
BSN,8927,3,
PPM1E,22843,17,
CITED2,10370,6,
KIF16B,55614,20,
ANKRD32,84250,5,
ESYT3,83850,3,
APOA4,337,11,
FLCN,201163,17,
FNDC9,408263,5,
GFRAL,389400,6,
CCDC65,85478,12,
VSIG1,340547,X,
PUS1,80324,12,
IKBKAP,8518,9,
ZNF461,92283,19,
LINC00337,148645,,
POM121L9P,29774,22,
ESPNL,339768,2,
MRGPRG,386746,11,
DEFB131,644414,4,
ZFP92,139735,X,
KCNK10,54207,14,
RRP9,9136,3,
C14orf166B,145497,14,
SIRT5,23408,6,
GLIS3-AS1,84850,9,
IAPP,3375,12,
RASSF7,8045,11,
OTUD4,54726,4,
ARGLU1,55082,13,
NKX3-2,579,4,
NUP93,9688,16,
UBXN2B,137886,8,
CRHR1,1394,17,
OR10G9,219870,11,
RNPC3,55599,1,
PCNXL2,80003,1,
CCHCR1,54535,6,
ZNF180,7733,19,
ESPL1,9700,12,
ZNF32-AS3,414201,10,
OR7G3,390883,19,
OR2T4,127074,1,
MZT2B,80097,2,
AKNAD1,254268,1,
ZSCAN12P1,221584,,
LINC00905,148231,19,
NEUROG2,63973,4,
DERL1,79139,8,
SEMA7A,8482,15,
ITIH2,3698,10,
CRISP3,10321,6,
MZT1,440145,13,
RWDD2B,10069,21,
TAS2R13,50838,12,
CUL7,9820,6,
FGFR1OP2,26127,12,
CLDN18,51208,3,
TRMT12,55039,8,
PRCC,5546,1,
CSTF2,1478,X,
KRTAP1-4,728255,17,
LRRC6,23639,8,
SFTA2,389376,6,
MIA,8190,19,
LYPD6B,130576,2,
CYTH3,9265,7,
ATL1,51062,14,
HRH1,3269,3,
TMEM229B,161145,14,
ZNF543,125919,19,
TNFAIP2,7127,14,
GOLT1B,51026,12,
STAG1,10274,3,
ZDHHC14,79683,6,
CCR4,1233,3,
OR5D18,219438,11,
SEC22A,26984,3,
C14orf177,283598,14,
GATA6-AS1,100128893,18,
TMEM57,55219,1,
FAM214A,56204,15,
DIABLO,56616,12,
CUX1,1523,7,
CTSC,1075,11,
TRIP11,9321,14,
NEFM,4741,8,
TPD52,7163,8,
TMPRSS4,56649,11,
C9orf96,169436,9,
KIF5C,3800,2,
VMO1,284013,17,
RASSF6,166824,4,
INSL6,11172,9,
FLRT2,23768,14,
SMARCD1,6602,12,
SPRR2D,6703,1,
PLXDC2,84898,10,
MTMR4,9110,17,
NEIL1,79661,15,
UNC5A,90249,5,
CALCOCO1,57658,12,
GIGYF2,26058,2,
KCNH8,131096,3,
FAM224B,401629,,
ARHGAP18,93663,6,
TCAP,8557,17,
C16orf11,146325,16,
SOCS4,122809,14,
VIPAS39,63894,14,
MRPL49,740,11,
LGALS9C,654346,17,
CCDC22,28952,X,
TLL2,7093,10,
ZNF316,100131017,7,
PSD,5662,10,
DEFB136,613210,8,
PEX1,5189,7,
SLC5A9,200010,1,
LINC00632,286411,X,
TTC28,23331,22,
SAPCD2,89958,9,
MRGPRX2,117194,11,
GJD3,125111,17,
TNP2,7142,16,
OR10H1,26539,19,
VSX2,338917,14,
SLC37A4,2542,11,
SPAG6,9576,10,
KAAG1,353219,6,
IRF8,3394,16,
IYD,389434,6,
TMSB15B,286527,X,
IL18BP,10068,11,
PPY,5539,17,
YY2,404281,X,
NPR3,4883,5,
NLRP10,338322,11,
C1orf63,57035,1,
GGA2,23062,16,
BACH2,60468,6,
CHD1,1105,5,
CHRM1,1128,11,
AKAP13,11214,15,
UBE2D1,7321,10,
DHH,50846,12,
SH2D7,646892,15,
NAT14,57106,19,
SYF2,25949,1,
HSF4,3299,16,
ERVK13-1,100507321,,
KIF12,113220,9,
ZNF519,162655,18,
RAD1,5810,5,
TBL1XR1,79718,3,
GEMIN5,25929,5,
PARP15,165631,3,
NKAPP1,158801,X,
RHNO1,83695,12,
RAB9B,51209,X,
SEMA4A,64218,1,
PRDM10,56980,11,
SALL1,6299,16,
SNX29,92017,16,
NRK,203447,X,
APOBEC2,10930,6,
OR10X1,128367,1,
HIST1H2BH,8345,6,
SF1,7536,11,
NFRKB,4798,11,
PTPRH,5794,19,
CYP2U1,113612,4,
NEURL1B,54492,5,
IFRD2,7866,3,
MRPS26,64949,20,
ATP5S,27109,14,
PIK3CA,5290,3,
SULT1A2,6799,16,
PCDHGA3,56112,5,
CELF4,56853,18,
ZNF671,79891,19,
NAPSA,9476,19,
KIF19,124602,17,
LRRC10,376132,12,
LRRC40,55631,1,
TSPAN14,81619,10,
HOXA10,3206,7,
LINC01093,100506229,,
ZC3H18,124245,16,
PRSS22,64063,16,
SLC51A,200931,3,
EPB41L1,2036,20,
SPG20OS,100507135,,
ZNF212,7988,7,
LSM11,134353,5,
ZNF718,255403,4,
TRIB3,57761,20,
NUP153,9972,6,
LINC00324,284029,17,
KIAA1875,340390,8,
SNX7,51375,1,
REG1B,5968,2,
MFSD2B,388931,2,
LYPD2,137797,8,
OR10G4,390264,11,
CDH18,1016,5,
LINC00928,283761,,
MKNK2,2872,19,
BRICD5,283870,16,
STRA8,346673,7,
LRCH1,23143,13,
IL15,3600,4,
TAS2R8,50836,12,
ZSWIM6,57688,5,
PSPN,5623,19,
NECAB2,54550,16,
CAND2,23066,3,
IGF1R,3480,15,
SLC30A2,7780,1,
SSX6,280657,,
ARL14,80117,3,
ISLR,3671,15,
CSMD1,64478,8,
MYO19,80179,17,
GC,2638,4,
LPAL2,80350,6,
RPP25,54913,15,
OR2F1,26211,7,
ANP32A-IT1,80035,,
CPA4,51200,7,
CDKN2B,1030,9,
PDILT,204474,16,
CCL16,6360,17,
PROK1,84432,1,
EDN2,1907,1,
UGT2B4,7363,4,
FAM149A,25854,4,
KRTAP19-2,337969,21,
CEBPZ-AS1,100505876,2,
TSPAN3,10099,15,
LINC00346,283487,13,
WBP5,51186,X,
PAQR3,152559,4,
EVX1,2128,7,
SNAPC5,10302,15,
MTA1,9112,14,
RAD51C,5889,17,
GPATCH1,55094,19,
NCAPH,23397,2,
ZYX,7791,7,
MAPK14,1432,6,
CROCC,9696,1,
FGF21,26291,19,
DCP1B,196513,12,
FBXL16,146330,16,
ZNF587,84914,19,
FGF16,8823,X,
NCAM2,4685,21,
SECISBP2,79048,9,
ALPK3,57538,15,
GCKR,2646,2,
MKI67,4288,10,
LINC01106,151009,,
GMEB1,10691,1,
JSRP1,126306,19,
IPCEF1,26034,6,
SLC45A4,57210,8,
DGCR2,9993,22,
ZNF329,79673,19,
OR5H14,403273,3,
KIF4B,285643,5,
MGAT4B,11282,5,
DDX28,55794,16,
LIMK2,3985,22,
DHX34,9704,19,
ASIC2,40,17,
CLK2P,1197,,
SMPD2,6610,6,
TMLHE,55217,X,
JHDM1D-AS1,100134229,7,
NFYC,4802,1,
OR4A47,403253,11,
RBM44,375316,2,
CYP4F24P,388514,,
OR5B3,441608,11,
OR4K14,122740,14,
SIRPD,128646,20,
OBSCN,84033,1,
SLC2A1,6513,1,
SLC35F4,341880,14,
CCDC63,160762,12,
ANGPTL7,10218,1,
ARSJ,79642,4,
IGSF9B,22997,11,
PLAA,9373,9,
KRTAP5-11,440051,11,
GHRH,2691,20,
MAP3K14,9020,17,
SNTG1,54212,8,
LINC01011,401232,6,
GAS1,2619,9,
C17orf62,79415,17,
RXFP4,339403,1,
RIMS4,140730,20,
SERTAD4,56256,1,
TPTE2P3,220115,,
HIRIP3,8479,16,
FLOT2,2319,17,
OR1J1,347168,9,
CD247,919,1,
CLIC6,54102,21,
TRIM46,80128,1,
RBMXL2,27288,11,
QRICH2,84074,17,
RFC5,5985,12,
ZNF280B,140883,22,
CDKL1,8814,14,
ZNF462,58499,9,
TMEM181,57583,6,
USF2,7392,19,
LRRC14B,389257,5,
MT1L,4500,16,
ANKRD24,170961,19,
NUDCD1,84955,8,
NAPSB,256236,19,
TTK,7272,6,
CNKSR1,10256,1,
SLC18A3,6572,10,
EN2,2020,7,
RGSL1,353299,1,
SCRN1,9805,7,
DCP2,167227,5,
CREBBP,1387,16,
ARHGEF26-AS1,100507524,3,
DSG1,1828,18,
NOP9,161424,14,
FSD1,79187,19,
SLC24A1,9187,15,
WWOX,51741,16,
LIMD2,80774,17,
OGT,8473,X,
NAF1,92345,4,
ZNF525,170958,19,
PJA1,64219,X,
TCTN2,79867,12,
DEFA6,1671,8,
GNAL,2774,18,
KDM8,79831,16,
TMPO,7112,12,
SCN1B,6324,19,
RPUSD3,285367,3,
TRIO,7204,5,
PRICKLE4,29964,6,
ANAPC13,25847,3,
GABRG1,2565,4,
C17orf99,100141515,17,
GALNT13,114805,2,
EGFR-AS1,100507500,7,
STC1,6781,8,
PDZD3,79849,11,
CACNA1B,774,9,
GPRC5D,55507,12,
QPCTL,54814,19,
CRYBB3,1417,22,
RAD52,5893,12,
MAGEB1,4112,X,
FAM104B,90736,X,
THBS1,7057,15,
HIST1H3F,8968,6,
TMEM210,100128315,,
OR8H3,390152,11,
NR5A2,2494,1,
FAM163B,642968,9,
GTF2E2,2961,8,
RND1,27289,12,
PLA2G10,8399,16,
ZBTB44,29068,11,
HNF1A,6927,12,
ZNF544,27300,19,
WHAMM,123720,15,
CPB2,1361,13,
MOAP1,64112,14,
PROC,5624,2,
ZFP62,643836,5,
DUPD1,338599,10,
PPP2R5D,5528,6,
SPINK5,11005,5,
CACNG7,59284,19,
THAP1,55145,8,
RRN3P3,100131998,,
HPCAL4,51440,1,
GPN2,54707,1,
FRMPD4,9758,X,
P2RY2,5029,11,
FKBP8,23770,19,
SLC16A14,151473,2,
CXorf27,25763,X,
ICA1,3382,7,
FAM65A,79567,16,
NOA1,84273,4,
ZNF776,284309,19,
IDE,3416,10,
ZNF699,374879,19,
KLHL8,57563,4,
PRSS54,221191,16,
USP32P2,220594,,
C1RL,51279,12,
TTC23L,153657,5,
EVX2,344191,2,
DCAF15,90379,19,
PSMA1,5682,11,
KLK14,43847,19,
IL4I1,259307,19,
PPHLN1,51535,12,
HDGF,3068,1,
NHLH1,4807,1,
EMR4P,326342,19,
SIM1,6492,6,
WDR25,79446,14,
CRY2,1408,11,
PLEKHG4B,153478,5,
ZNF341,84905,20,
NAA50,80218,3,
RGS17,26575,6,
OR51S1,119692,11,
EP300,2033,22,
PPAPDC2,403313,9,
ZNF460,10794,19,
XKR4,114786,8,
KLHL14,57565,18,
ATAD5,79915,17,
CDK17,5128,12,
SKOR1,390598,15,
ZNF138,7697,7,
PAPOLB,56903,7,
HOXC6,3223,12,
ADCY8,114,8,
PRDM15,63977,21,
SLC7A6,9057,16,
DNAAF3,352909,19,
RFC4,5984,3,
NUP210P1,255330,3,
ADARB2,105,10,
TRAK1,22906,3,
VGLL1,51442,X,
POLK,51426,5,
DLEC1,9940,3,
RIPK3,11035,14,
CPA5,93979,7,
TNRC6C,57690,17,
SPATA5L1,79029,15,
ZNF619,285267,3,
DTX1,1840,12,
PNMAL1,55228,19,
HIST4H4,121504,12,
CNNM4,26504,2,
OVCH2,341277,11,
SLC26A5,375611,7,
KIFC2,90990,8,
SLC7A3,84889,X,
PRR14L,253143,22,
KCNK4,50801,11,
DNA2,1763,10,
THAP7,80764,22,
ARMCX2,9823,X,
MEIOB,254528,16,
MYL4,4635,17,
FAM134C,162427,17,
PGPEP1L,145814,15,
TJP1,7082,15,
FXYD4,53828,10,
TAF15,8148,17,
KIAA1598,57698,10,
ADGB,79747,6,
C1orf111,284680,1,
GAS2L2,246176,17,
STARD5,80765,15,
CCDC113,29070,16,
LYZL6,57151,17,
A1BG,1,19,
MRI1,84245,19,
TGM4,7047,3,
CLEC3A,10143,16,
CDHR5,53841,11,
ARNTL,406,11,
ADO,84890,10,
ZNF286B,729288,17,
RGPD3,653489,2,
LIM2,3982,19,
TCHP,84260,12,
CMTR1,23070,6,
INPP5F,22876,10,
TRPV2,51393,17,
ZNF696,79943,8,
SYN2,6854,3,
AIP,9049,11,
RAB23,51715,6,
IQSEC2,23096,X,
SPDYE4,388333,17,
SOSTDC1,25928,7,
MRPL50,54534,9,
TMEM132E,124842,17,
PRR16,51334,5,
KRTAP21-2,337978,21,
LRRIQ4,344657,3,
UBE2D2,7322,5,
CKS2,1164,9,
CLDN14,23562,21,
CCDC172,374355,10,
PIP4K2B,8396,17,
PRKCQ,5588,10,
PENK,5179,8,
ANKRD34A,284615,1,
HOXA1,3198,7,
OR4C3,256144,11,
TSPY26P,128854,,
ANKRD30BP2,149992,,
ASXL3,80816,18,
ATP2B4,493,1,
PDE2A,5138,11,
C9orf163,158055,,
HERC3,8916,4,
EVPL,2125,17,
TLR9,54106,3,
MBP,4155,18,
LRRC3C,100505591,17,
IL31RA,133396,5,
RNF183,138065,9,
AGR3,155465,7,
GTPBP10,85865,7,
LYSMD1,388695,1,
NT5DC2,64943,3,
ZNF300P1,134466,,
TIGD1,200765,,
TBC1D22B,55633,6,
VGLL4,9686,3,
ADAD1,132612,4,
GPR114,221188,16,
GDPD1,284161,17,
MLLT6,4302,17,
OR2A25,392138,7,
SAMD1,90378,,
ZNF628,89887,19,
YY1P2,647012,,
ACTR1B,10120,2,
OR51B4,79339,11,
IL16,3603,15,
PRRT1,80863,6,
TTYH3,80727,7,
HID1,283987,17,
RPH3AL,9501,17,
